"","id_A","id_B","protein_A","protein_B","protein_fullname_A","protein_fullname_B","complexID","uniprot_A","uniprot_B","testB","testA"
"1744",12807,12798,"taf11_human","taf13_human","Transcription initiation factor TFIID subunit 11","Transcription initiation factor TFIID subunit 13","CPX-915","Q15544","Q15543","taf13_human","taf11_human"
"1745",12810,12805,"taf10_human","taf12_human","Transcription initiation factor TFIID subunit 10","Transcription initiation factor TFIID subunit 12","CPX-915","Q12962","Q16514","taf12_human","taf10_human"
"1746",12814,12803,"taf9_human","taf12_human","Transcription initiation factor TFIID subunit 9","Transcription initiation factor TFIID subunit 12","CPX-915","Q16594","Q16514","taf12_human","taf9_human"
"1747",12816,12809,"taf8_human","taf10_human","Transcription initiation factor TFIID subunit 8","Transcription initiation factor TFIID subunit 10","CPX-915","Q7Z7C8","Q12962","taf10_human","taf8_human"
"1748",12819,12804,"taf8_human","taf12_human","Transcription initiation factor TFIID subunit 8","Transcription initiation factor TFIID subunit 12","CPX-915","Q7Z7C8","Q16514","taf12_human","taf8_human"
"1749",12824,12813,"taf6_human","taf9_human","Transcription initiation factor TFIID subunit 6","Transcription initiation factor TFIID subunit 9","CPX-915","P49848","Q16594","taf9_human","taf6_human"
"1750",12825,12801,"taf6_human","taf12_human","Transcription initiation factor TFIID subunit 6","Transcription initiation factor TFIID subunit 12","CPX-915","P49848","Q16514","taf12_human","taf6_human"
"1751",12826,12818,"taf6_human","taf8_human","Transcription initiation factor TFIID subunit 6","Transcription initiation factor TFIID subunit 8","CPX-915","P49848","Q7Z7C8","taf8_human","taf6_human"
"1752",12828,12796,"taf6_human","taf6_human","Transcription initiation factor TFIID subunit 6","Transcription initiation factor TFIID subunit 6","CPX-915","P49848","P49848","taf6_human","taf6_human"
"1753",12832,12827,"taf5_human","taf6_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 6","CPX-915","Q15542","P49848","taf6_human","taf5_human"
"1754",12833,12812,"taf5_human","taf9_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 9","CPX-915","Q15542","Q16594","taf9_human","taf5_human"
"1755",12836,12830,"taf4_human","taf5_human","Transcription initiation factor TFIID subunit 4","Transcription initiation factor TFIID subunit 5","CPX-915","O00268","Q15542","taf5_human","taf4_human"
"1756",12837,12802,"taf4_human","taf12_human","Transcription initiation factor TFIID subunit 4","Transcription initiation factor TFIID subunit 12","CPX-915","O00268","Q16514","taf12_human","taf4_human"
"1757",12839,12831,"taf3_human","taf5_human","Transcription initiation factor TFIID subunit 3","Transcription initiation factor TFIID subunit 5","CPX-915","Q5VWG9","Q15542","taf5_human","taf3_human"
"1758",12841,12817,"taf2_human","taf8_human","Transcription initiation factor TFIID subunit 2","Transcription initiation factor TFIID subunit 8","CPX-915","Q6P1X5","Q7Z7C8","taf8_human","taf2_human"
"1759",12844,12823,"taf1_human","taf6_human","Transcription initiation factor TFIID subunit 1","Transcription initiation factor TFIID subunit 6","CPX-915","P21675","P49848","taf6_human","taf1_human"
"1760",12845,12835,"taf1_human","taf4_human","Transcription initiation factor TFIID subunit 1","Transcription initiation factor TFIID subunit 4","CPX-915","P21675","O00268","taf4_human","taf1_human"
"1761",12846,12842,"taf1_human","taf2_human","Transcription initiation factor TFIID subunit 1","Transcription initiation factor TFIID subunit 2","CPX-915","P21675","Q6P1X5","taf2_human","taf1_human"
"1762",12847,12821,"taf1_human","taf7_human","Transcription initiation factor TFIID subunit 1","Transcription initiation factor TFIID subunit 7","CPX-915","P21675","Q15545","taf7_human","taf1_human"
"1763",12850,12788,"taf5_human","taf4_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 4","CPX-915","Q15542","O00268","taf4_human","taf5_human"
"1764",12852,12795,"taf5_human","taf6_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 6","CPX-915","Q15542","P49848","taf6_human","taf5_human"
"1765",12853,12783,"taf5_human","taf9_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 9","CPX-915","Q15542","Q16594","taf9_human","taf5_human"
"1766",12855,12800,"taf12_human","taf12_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 12","CPX-915","Q16514","Q16514","taf12_human","taf12_human"
"1767",12856,12793,"taf12_human","taf6_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 6","CPX-915","Q16514","P49848","taf6_human","taf12_human"
"1768",12857,12789,"taf12_human","taf4_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 4","CPX-915","Q16514","O00268","taf4_human","taf12_human"
"1769",12858,12785,"taf12_human","taf9_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 9","CPX-915","Q16514","Q16594","taf9_human","taf12_human"
"1770",12859,12819,"taf12_human","taf8_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 8","CPX-915","Q16514","Q7Z7C8","taf8_human","taf12_human"
"1771",12860,12810,"taf12_human","taf10_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 10","CPX-915","Q16514","Q12962","taf10_human","taf12_human"
"1772",12743,12737,"ubp22_human","zinc atom","Ubiquitin carboxyl-terminal hydrolase 22","zinc atom","CPX-903","Q9UPT9",NA,"zinc atom","ubp22_human"
"1773",12746,12739,"atx7_human","zinc atom","Ataxin-7","zinc atom","CPX-903","O15265",NA,"zinc atom","atx7_human"
"1774",12748,12744,"at7l3_human","ubp22_human","Ataxin-7-like protein 3","Ubiquitin carboxyl-terminal hydrolase 22","CPX-903","Q14CW9","Q9UPT9","ubp22_human","at7l3_human"
"1775",12749,12741,"at7l3_human","eny2_human","Ataxin-7-like protein 3","Transcription and mRNA export factor ENY2","CPX-903","Q14CW9","Q9NPA8","eny2_human","at7l3_human"
"1776",12750,12738,"at7l3_human","zinc atom","Ataxin-7-like protein 3","zinc atom","CPX-903","Q14CW9",NA,"zinc atom","at7l3_human"
"1777",12761,12753,"taf12_human","taf4_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 4","CPX-903","Q16514","O00268","taf4_human","taf12_human"
"1778",11388,11385,"tgfr2_human","p01137-pro_0000033763","TGF-beta receptor type-2","Transforming growth factor beta-1","CPX-529","P37173","P01137","p01137","tgfr2_human"
"1779",11390,11387,"tgfr1_human","tgfr2_human","TGF-beta receptor type-1","TGF-beta receptor type-2","CPX-529","P36897","P37173","tgfr2_human","tgfr1_human"
"1780",11391,11384,"tgfr1_human","p01137-pro_0000033763","TGF-beta receptor type-1","Transforming growth factor beta-1","CPX-529","P36897","P01137","p01137","tgfr1_human"
"1781",11393,11383,"p01137-pro_0000033763","p01137-pro_0000033763","Transforming growth factor beta-1","Transforming growth factor beta-1","CPX-529","P01137","P01137","p01137","p01137"
"1782",11398,11395,"tgfr2_human","p01137-pro_0000033763","TGF-beta receptor type-2","Transforming growth factor beta-1","CPX-529","P37173","P01137","p01137","tgfr2_human"
"1783",11400,11397,"tgfr1_human","tgfr2_human","TGF-beta receptor type-1","TGF-beta receptor type-2","CPX-529","P36897","P37173","tgfr2_human","tgfr1_human"
"1784",11401,11394,"tgfr1_human","p01137-pro_0000033763","TGF-beta receptor type-1","Transforming growth factor beta-1","CPX-529","P36897","P01137","p01137","tgfr1_human"
"1785",11934,11932,"p01137-pro_0000033763","p01137-pro_0000033763","Transforming growth factor beta-1","Transforming growth factor beta-1","CPX-602","P01137","P01137","p01137","p01137"
"1786",12460,12457,"tgfr2_human","p61812-pro_0000033785","TGF-beta receptor type-2","Transforming growth factor beta-2","CPX-529","P37173","P61812","p61812","tgfr2_human"
"1787",12462,12459,"tgfr1_human","tgfr2_human","TGF-beta receptor type-1","TGF-beta receptor type-2","CPX-529","P36897","P37173","tgfr2_human","tgfr1_human"
"1788",12463,12456,"tgfr1_human","p61812-pro_0000033785","TGF-beta receptor type-1","Transforming growth factor beta-2","CPX-529","P36897","P61812","p61812","tgfr1_human"
"1789",12465,12455,"p61812-pro_0000033785","p61812-pro_0000033785","Transforming growth factor beta-2","Transforming growth factor beta-2","CPX-529","P61812","P61812","p61812","p61812"
"1790",12470,12467,"tgfr2_human","p61812-pro_0000033785","TGF-beta receptor type-2","Transforming growth factor beta-2","CPX-529","P37173","P61812","p61812","tgfr2_human"
"1791",12472,12469,"tgfr1_human","tgfr2_human","TGF-beta receptor type-1","TGF-beta receptor type-2","CPX-529","P36897","P37173","tgfr2_human","tgfr1_human"
"1792",12473,12466,"tgfr1_human","p61812-pro_0000033785","TGF-beta receptor type-1","Transforming growth factor beta-2","CPX-529","P36897","P61812","p61812","tgfr1_human"
"1793",11941,11939,"p61812-pro_0000033785","p61812-pro_0000033785","Transforming growth factor beta-2","Transforming growth factor beta-2","CPX-605","P61812","P61812","p61812","p61812"
"1794",17232,17229,"tgfr1_human","tgfr2_human","TGF-beta receptor type-1","TGF-beta receptor type-2","CPX-2544","P36897","P37173","tgfr2_human","tgfr1_human"
"1795",17236,17230,"p10600-pro_0000033797","tgfr2_human","Transforming growth factor beta-3","TGF-beta receptor type-2","CPX-2544","P10600","P37173","tgfr2_human","p10600"
"1796",17237,17233,"p10600-pro_0000033797","tgfr1_human","Transforming growth factor beta-3","TGF-beta receptor type-1","CPX-2544","P10600","P36897","tgfr1_human","p10600"
"1797",17242,17235,"p10600-pro_0000033797","p10600-pro_0000033797","Transforming growth factor beta-3","Transforming growth factor beta-3","CPX-2544","P10600","P10600","p10600","p10600"
"1798",17243,17240,"p10600-pro_0000033797","tgfr2_human","Transforming growth factor beta-3","TGF-beta receptor type-2","CPX-2544","P10600","P37173","tgfr2_human","p10600"
"1799",17246,17239,"tgfr1_human","tgfr2_human","TGF-beta receptor type-1","TGF-beta receptor type-2","CPX-2544","P36897","P37173","tgfr2_human","tgfr1_human"
"1800",17247,17244,"tgfr1_human","p10600-pro_0000033797","TGF-beta receptor type-1","Transforming growth factor beta-3","CPX-2544","P36897","P10600","p10600","tgfr1_human"
"1801",11948,11946,"p10600-pro_0000033797","p10600-pro_0000033797","Transforming growth factor beta-3","Transforming growth factor beta-3","CPX-606","P10600","P10600","p10600","p10600"
"1802",11948,11946,"p10600-pro_0000033797","p10600-pro_0000033797","Transforming growth factor beta-3","Transforming growth factor beta-3","CPX-606","P10600","P10600","p10600","p10600"
"1803",11948,11946,"p10600-pro_0000033797","p10600-pro_0000033797","Transforming growth factor beta-3","Transforming growth factor beta-3","CPX-606","P10600","P10600","p10600","p10600"
"1804",11948,11946,"p10600-pro_0000033797","p10600-pro_0000033797","Transforming growth factor beta-3","Transforming growth factor beta-3","CPX-606","P10600","P10600","p10600","p10600"
"1805",11948,11946,"p10600-pro_0000033797","p10600-pro_0000033797","Transforming growth factor beta-3","Transforming growth factor beta-3","CPX-606","P10600","P10600","p10600","p10600"
"1806",11948,11946,"p10600-pro_0000033797","p10600-pro_0000033797","Transforming growth factor beta-3","Transforming growth factor beta-3","CPX-606","P10600","P10600","p10600","p10600"
"1807",9749,9746,"titin_human","telt_human","Titin","Telethonin","CPX-101","Q8WZ42","O15273","telt_human","titin_human"
"1808",9750,9747,"titin_human","telt_human","Titin","Telethonin","CPX-101","Q8WZ42","O15273","telt_human","titin_human"
"1809",11285,11283,"pai1_human","tpa_human","Plasminogen activator inhibitor 1","Tissue-type plasminogen activator","CPX-494","P05121","P00750","tpa_human","pai1_human"
"1810",15651,15649,"q15661-pro_0000027480","q15661-pro_0000027480","Tryptase alpha/beta-1","Tryptase alpha/beta-1","CPX-3785","Q15661","Q15661","q15661","q15661"
"1811",15655,15653,"q15661-pro_0000027480","q15661-pro_0000027480","Tryptase alpha/beta-1","Tryptase alpha/beta-1","CPX-3785","Q15661","Q15661","q15661","q15661"
"1812",15666,15660,"p20231-pro_0000027482","p20231-pro_0000027482","Tryptase beta-2","Tryptase beta-2","CPX-3805","P20231","P20231","p20231","p20231"
"1813",11246,11244,"ub2v1_human","ube2n_human","Ubiquitin-conjugating enzyme E2 variant 1","Ubiquitin-conjugating enzyme E2 N","CPX-485","Q13404","P61088","ube2n_human","ub2v1_human"
"1814",11409,11407,"ube2n_human","ub2v2_human","Ubiquitin-conjugating enzyme E2 N","Ubiquitin-conjugating enzyme E2 variant 2","CPX-530","P61088","Q15819","ub2v2_human","ube2n_human"
"1815",11409,11407,"ube2n_human","ub2v2_human","Ubiquitin-conjugating enzyme E2 N","Ubiquitin-conjugating enzyme E2 variant 2","CPX-530","P61088","Q15819","ub2v2_human","ube2n_human"
"1816",10749,10746,"ulk1_human","rbcc1_human","Serine/threonine-protein kinase ULK1","RB1-inducible coiled-coil protein 1","CPX-373","O75385","Q8TDY2","rbcc1_human","ulk1_human"
"1817",10752,10750,"atg13_human","ulk1_human","Autophagy-related protein 13","Serine/threonine-protein kinase ULK1","CPX-373","O75143","O75385","ulk1_human","atg13_human"
"1818",10753,10744,"atg13_human","atga1_human","Autophagy-related protein 13","Autophagy-related protein 101","CPX-373","O75143","Q9BSB4","atga1_human","atg13_human"
"1819",10754,10747,"atg13_human","rbcc1_human","Autophagy-related protein 13","RB1-inducible coiled-coil protein 1","CPX-373","O75143","Q8TDY2","rbcc1_human","atg13_human"
"1820",11230,11228,"urok_human","pai1_human","Urokinase-type plasminogen activator","Plasminogen activator inhibitor 1","CPX-483","P00749","P05121","pai1_human","urok_human"
"1821",11317,11314,"urok_human","upar_human","Urokinase-type plasminogen activator","Urokinase plasminogen activator surface receptor","CPX-501","P00749","Q03405","upar_human","urok_human"
"1822",11319,11315,"vtnc_human","upar_human","Vitronectin","Urokinase plasminogen activator surface receptor","CPX-501","P04004","Q03405","upar_human","vtnc_human"
"1823",11262,11260,"urok_human","upar_human","Urokinase-type plasminogen activator","Urokinase plasminogen activator surface receptor","CPX-487","P00749","Q03405","upar_human","urok_human"
"1824",17831,17829,"usf1_human","usf2_human","Upstream stimulatory factor 1","Upstream stimulatory factor 2","CPX-3079","P22415","Q15853","usf2_human","usf1_human"
"1825",17831,17829,"usf1_human","usf2_human","Upstream stimulatory factor 1","Upstream stimulatory factor 2","CPX-3079","P22415","Q15853","usf2_human","usf1_human"
"1826",17831,17829,"usf1_human","usf2_human","Upstream stimulatory factor 1","Upstream stimulatory factor 2","CPX-3079","P22415","Q15853","usf2_human","usf1_human"
"1827",11270,11268,"vapa_human","osbp1_human","Vesicle-associated membrane protein-associated protein A","Oxysterol-binding protein 1","CPX-489","Q9P0L0","P22059","osbp1_human","vapa_human"
"1828",9977,9975,"ufd1_human","npl4_human","Ubiquitin recognition factor in ER-associated degradation protein 1","Nuclear protein localization protein 4 homolog","CPX-137","Q92890","Q8TAT6","npl4_human","ufd1_human"
"1829",9980,9974,"tera_human","npl4_human","Transitional endoplasmic reticulum ATPase","Nuclear protein localization protein 4 homolog","CPX-137","P55072","Q8TAT6","npl4_human","tera_human"
"1830",9981,9978,"tera_human","ufd1_human","Transitional endoplasmic reticulum ATPase","Ubiquitin recognition factor in ER-associated degradation protein 1","CPX-137","P55072","Q92890","ufd1_human","tera_human"
"1831",9977,9975,"ufd1_human","npl4_human","Ubiquitin recognition factor in ER-associated degradation protein 1","Nuclear protein localization protein 4 homolog","CPX-137","Q92890","Q8TAT6","npl4_human","ufd1_human"
"1832",9980,9974,"tera_human","npl4_human","Transitional endoplasmic reticulum ATPase","Nuclear protein localization protein 4 homolog","CPX-137","P55072","Q8TAT6","npl4_human","tera_human"
"1833",9981,9978,"tera_human","ufd1_human","Transitional endoplasmic reticulum ATPase","Ubiquitin recognition factor in ER-associated degradation protein 1","CPX-137","P55072","Q92890","ufd1_human","tera_human"
"1834",11094,11092,"vtnc_human","pai1_human","Vitronectin","Plasminogen activator inhibitor 1","CPX-475","P04004","P05121","pai1_human","vtnc_human"
"1835",10586,10584,"vps4a_human","vps4b_human","Vacuolar protein sorting-associated protein 4A","Vacuolar protein sorting-associated protein 4B","CPX-338","Q9UN37","O75351","vps4b_human","vps4a_human"
"1836",10586,10584,"vps4a_human","vps4b_human","Vacuolar protein sorting-associated protein 4A","Vacuolar protein sorting-associated protein 4B","CPX-338","Q9UN37","O75351","vps4b_human","vps4a_human"
"1837",10586,10584,"vps4a_human","vps4b_human","Vacuolar protein sorting-associated protein 4A","Vacuolar protein sorting-associated protein 4B","CPX-338","Q9UN37","O75351","vps4b_human","vps4a_human"
"1838",10586,10584,"vps4a_human","vps4b_human","Vacuolar protein sorting-associated protein 4A","Vacuolar protein sorting-associated protein 4B","CPX-338","Q9UN37","O75351","vps4b_human","vps4a_human"
